client_id,total_spend,avg_spend,transaction_count,spending_volatility,engagement_score,spending_tier,volatility_level,wellness_score,wellness_category,high_value_customer,digital_transaction_ratio,digital_persona,last_transaction_date,days_since_last_transaction,churn_risk,current_age,gender,yearly_income,total_debt,credit_score,num_credit_cards
32,4912.39,36.65962686567165,134,74.42729955741103,95.06385074626866,Moderate Spender,Moderate,49.71242814821928,Low Wellness,0,0.4253731343283582,Traditional User,2019-10-30 11:05:00,1,Active,82,Female,52315.0,3174.0,695,4
33,9250.09,52.85765714285714,175,79.75992934761757,126.14306285714287,High Spender,Moderate,69.90531127333362,Moderate Wellness,0,0.06857142857142857,Traditional User,2019-10-16 04:52:00,15,Active,77,Female,38692.0,8902.0,596,5
34,11955.710000000001,49.60875518672199,241,57.43591687794888,164.4435020746888,High Spender,Moderate,99.79544318042682,Moderate Wellness,0,0.06639004149377593,Traditional User,2019-10-27 09:07:00,4,Active,41,Male,51854.0,72162.0,737,2
37,7139.57,31.591017699115042,226,83.53450471288112,148.236407079646,High Spender,Moderate,83.1704043671583,Moderate Wellness,0,0.02654867256637168,Traditional User,2019-10-28 19:58:00,3,Active,41,Female,34690.0,48954.0,683,4
38,8082.35,40.210696517412934,201,70.4439778228944,136.68427860696517,High Spender,Moderate,78.374413390645,Moderate Wellness,0,0.6318407960199005,Digital First,2019-10-27 09:11:00,4,Active,45,Female,40006.0,72794.0,621,1
39,14165.4,60.278297872340424,235,68.94599375750587,165.11131914893616,High Spender,Moderate,98.29429061020096,Moderate Wellness,0,0.2936170212765957,Traditional User,2019-10-24 19:14:00,7,Active,54,Female,61740.0,126015.0,583,2
40,2908.94,30.946170212765956,94,70.7984178200345,68.77846808510638,Low Spender,Moderate,32.72416749982288,Low Wellness,0,0.02127659574468085,Traditional User,2019-07-11 14:58:00,112,High Risk,71,Male,29243.0,30686.0,726,4
42,3598.89,27.26431818181818,132,56.095513110538775,90.10572727272728,Moderate Spender,Moderate,49.7601928324377,Low Wellness,0,0.06060606060606061,Traditional User,2019-10-18 22:53:00,12,Active,78,Female,8526.0,3723.0,684,3
44,5189.65,48.052314814814814,108,60.08297657432433,84.02092592592592,Moderate Spender,Moderate,45.59909912957958,Low Wellness,0,0.06481481481481481,Traditional User,2019-10-20 08:28:00,11,Active,85,Male,38194.0,1674.0,680,3
45,1003.86,9.939207920792079,101,32.190903860661265,64.57568316831683,Low Spender,Stable,36.943581604105376,Low Wellness,0,0.3564356435643564,Traditional User,2019-09-13 18:26:00,48,High Risk,61,Female,63781.0,111808.0,654,1
46,6756.14,43.30858974358974,156,98.93067436144992,110.9234358974359,Moderate Spender,Moderate,55.606442050786946,Moderate Wellness,0,0.05128205128205128,Traditional User,2019-10-30 06:55:00,1,Active,62,Male,53996.0,98211.0,632,4
47,4753.3,29.89496855345912,159,73.62547670537654,107.35798742138364,Moderate Spender,Moderate,57.84339522496243,Moderate Wellness,0,0.05660377358490566,Traditional User,2019-10-26 13:44:00,5,Active,47,Male,25434.0,45540.0,712,4
48,2258.86,17.92746031746032,126,75.28871171628859,82.77098412698412,Low Spender,Moderate,40.72049575198038,Low Wellness,0,0.03968253968253968,Traditional User,2019-09-11 08:54:00,50,High Risk,69,Male,16542.0,36831.0,733,3
50,3896.11,36.0750925925926,108,68.55338603872549,79.23003703703704,Moderate Spender,Moderate,40.31185057003268,Low Wellness,0,0.07407407407407407,Traditional User,2019-08-09 17:29:00,83,High Risk,68,Female,39238.0,85457.0,702,4
51,5175.66,40.43484375,128,60.440185020644364,92.9739375,Moderate Spender,Moderate,51.242416120871134,Moderate Wellness,0,0.0625,Traditional User,2019-10-31 14:30:00,0,Active,29,Female,51303.0,106248.0,688,3
52,21934.27,71.9156393442623,305,64.16761682511076,211.7662557377049,Premium Spender,Moderate,130.74116843825652,Healthy,1,0.03934426229508197,Traditional User,2019-10-28 05:52:00,3,Active,56,Female,63796.0,82173.0,730,3
53,9996.44,28.238531073446328,354,63.73627051038276,223.69541242937854,High Spender,Moderate,137.32430521995735,Healthy,0,0.4745762711864407,Traditional User,2019-09-21 08:16:00,40,High Risk,49,Female,39700.0,59062.0,701,3
55,3766.34,16.965495495495496,222,51.607030883700354,139.9861981981982,Moderate Spender,Moderate,83.56824247190859,Moderate Wellness,0,0.03153153153153153,Traditional User,2019-10-20 13:38:00,11,Active,61,Female,44583.0,85531.0,717,5
57,5895.42,36.846375,160,48.679954412668636,110.73855,Moderate Spender,Stable,65.31792161746627,Moderate Wellness,0,0.03125,Traditional User,2019-10-07 03:09:00,24,Active,28,Female,43826.0,84935.0,823,1
58,7460.3,62.69159663865546,119,72.16406130505206,96.47663865546218,High Spender,Moderate,51.97466673058622,Moderate Wellness,0,0.42016806722689076,Traditional User,2019-10-26 16:10:00,5,Active,38,Female,52512.0,95640.0,706,2
59,4749.3099999999995,28.95920731707317,164,74.56025932859231,109.98368292682926,Moderate Spender,Moderate,59.375710329403496,Moderate Wellness,0,0.03048780487804878,Traditional User,2019-10-04 16:08:00,27,Active,85,Female,25066.0,424.0,695,7
60,9449.98,64.28557823129252,147,77.0401135428655,113.91423129251702,High Spender,Moderate,62.67765076081466,Moderate Wellness,0,0.047619047619047616,Traditional User,2019-08-30 06:50:00,62,High Risk,47,Female,34057.0,59247.0,655,4
61,11631.97,64.26502762430938,181,120.72116607945173,134.30601104972374,High Spender,Moderate,67.53527507140247,Moderate Wellness,0,0.055248618784530384,Traditional User,2019-10-15 21:32:00,15,Active,44,Female,93406.0,151935.0,801,3
62,4179.15,20.287135922330094,206,56.9722491543757,131.71485436893204,Moderate Spender,Moderate,77.09169094582388,Moderate Wellness,0,0.05339805825242718,Traditional User,2019-10-13 12:21:00,18,Active,78,Female,22290.0,9235.0,716,6
63,3496.23,15.5388,225,40.49150564448231,141.21552,Moderate Spender,Stable,86.56333887110354,Moderate Wellness,0,0.4622222222222222,Traditional User,2019-10-13 15:21:00,18,Active,40,Male,35418.0,51741.0,660,6
64,9106.8,64.58723404255319,141,73.29052021243348,110.43489361702127,High Spender,Moderate,61.11806617027926,Moderate Wellness,0,0.16312056737588654,Traditional User,2019-10-06 11:32:00,25,Active,39,Female,51465.0,0.0,702,2
65,3813.77,29.795078125,128,74.01309933001586,88.71803125,Moderate Spender,Moderate,45.33590357149683,Low Wellness,0,0.03125,Traditional User,2019-09-25 08:52:00,36,High Risk,51,Female,34517.0,74143.0,645,2
68,10396.88,59.073181818181816,176,52.915932454530825,129.22927272727273,High Spender,Moderate,77.53876805454837,Moderate Wellness,0,0.03977272727272727,Traditional User,2019-09-15 10:01:00,46,High Risk,42,Male,41997.0,0.0,704,3
69,3897.81,29.983153846153847,130,80.70964261416587,89.99326153846154,Moderate Spender,Moderate,44.85301763101298,Low Wellness,0,0.015384615384615385,Traditional User,2019-10-20 16:50:00,11,Active,54,Female,38318.0,93284.0,748,6
73,9379.27,88.48367924528303,106,130.47967863909997,98.99347169811321,High Spender,Moderate,42.84916804576493,Low Wellness,0,0.08490566037735849,Traditional User,2019-05-01 14:23:00,183,High Risk,48,Male,53478.0,73030.0,674,3
74,2654.49,41.47640625,64,68.79606924834309,54.990562499999996,Low Spender,Moderate,24.28370802533138,Low Wellness,0,0.03125,Traditional User,2019-09-10 18:04:00,51,High Risk,54,Female,41957.0,151027.0,783,3
75,4745.21,28.24529761904762,168,52.02810514002783,112.09811904761905,Moderate Spender,Moderate,65.26796825770872,Moderate Wellness,0,0.375,Traditional User,2019-10-26 13:33:00,5,Active,80,Female,22326.0,1620.0,564,4
77,15198.06,71.68896226415094,212,64.5603730664715,155.87558490566036,Premium Spender,Moderate,93.394614065951,Moderate Wellness,1,0.0330188679245283,Traditional User,2019-10-31 17:21:00,0,Active,99,Female,51110.0,3781.0,709,8
78,3183.2,26.307438016528923,121,32.28880021330734,83.12297520661156,Moderate Spender,Stable,49.834471362297215,Low Wellness,0,0.024793388429752067,Traditional User,2016-09-26 01:55:00,1130,High Risk,37,Male,25205.0,65179.0,688,1
79,5045.99,53.68074468085106,94,101.2699640664503,77.87229787234043,Moderate Spender,Moderate,33.450230590965255,Low Wellness,0,0.1276595744680851,Traditional User,2019-08-12 06:24:00,80,High Risk,70,Female,29164.0,19851.0,625,4
80,4157.1900000000005,33.798292682926835,123,86.28867556445476,87.31931707317074,Moderate Spender,Moderate,42.081752691987106,Low Wellness,0,0.08130081300813008,Traditional User,2019-10-30 08:44:00,1,Active,82,Female,21815.0,1597.0,498,5
81,7943.35,42.02830687830688,189,53.33618066936071,130.21132275132274,High Spender,Moderate,77.54125592961994,Moderate Wellness,0,0.07407407407407407,Traditional User,2019-07-28 03:17:00,95,High Risk,66,Female,35560.0,60397.0,723,5
84,5985.91,29.487241379310344,203,36.05243935493752,133.59489655172413,Moderate Spender,Stable,82.8356845428056,Moderate Wellness,0,0.07389162561576355,Traditional User,2019-09-28 13:16:00,33,High Risk,47,Male,25748.0,41455.0,738,3
86,2155.79,36.53881355932203,59,39.681497602993325,50.01552542372881,Low Spender,Stable,26.62534454719794,Low Wellness,0,0.4406779661016949,Traditional User,2019-10-25 20:08:00,6,Active,24,Male,23212.0,25138.0,799,3
87,5703.8,32.59314285714286,175,26.51313883474153,118.03725714285714,Moderate Spender,Stable,74.47531509019456,Moderate Wellness,0,0.045714285714285714,Traditional User,2019-09-11 19:27:00,50,High Risk,58,Male,24155.0,2870.0,802,3
89,6578.19,30.739205607476634,214,51.03871555281805,140.69568224299067,Moderate Spender,Moderate,84.61401857167938,Moderate Wellness,0,0.028037383177570093,Traditional User,2019-10-24 06:32:00,7,Active,35,Male,30217.0,23394.0,705,4
90,7946.21,55.18201388888889,144,57.335893230673975,108.47280555555555,High Spender,Moderate,62.687425520531875,Moderate Wellness,0,0.18055555555555555,Traditional User,2019-09-24 20:38:00,37,High Risk,63,Male,12796.0,22192.0,644,3
92,6011.56,33.21303867403315,181,77.11074848801451,121.88521546961326,Moderate Spender,Moderate,66.94176190460705,Moderate Wellness,0,0.06077348066298342,Traditional User,2019-10-04 13:42:00,27,Active,76,Female,31145.0,5132.0,689,4
94,6881.15,34.40575,200,49.32016799742242,133.7623,Moderate Spender,Stable,80.45769140051551,Moderate Wellness,0,0.615,Digital First,2019-10-10 23:27:00,20,Active,59,Female,36760.0,95755.0,593,2
96,39686.15,66.14358333333334,600,107.69730357808268,386.4574333333333,Premium Spender,Moderate,238.30361428438346,Excellent,1,0.018333333333333333,Traditional User,2019-10-20 16:40:00,11,Active,69,Female,99825.0,4344.0,685,4
98,10224.3,34.30973154362416,298,31.32111740046776,192.52389261744963,High Spender,Stable,123.2286959829937,Healthy,0,0.174496644295302,Traditional User,2019-10-27 20:01:00,4,Active,80,Female,16646.0,1639.0,590,2
100,4318.65,47.457692307692305,91,88.23843657420402,73.58307692307693,Moderate Spender,Moderate,32.98962037746688,Low Wellness,0,0.12087912087912088,Traditional User,2019-09-02 14:22:00,59,High Risk,56,Male,48944.0,79960.0,813,7
103,1882.79,28.966,65,56.13749662658641,50.5864,Low Spender,Moderate,23.462300674682716,Low Wellness,0,0.15384615384615385,Traditional User,2019-06-29 12:52:00,124,High Risk,41,Female,34774.0,78060.0,850,5
104,5213.51,44.55991452991453,117,64.14453017097172,88.02396581196581,Moderate Spender,Moderate,47.339068324780015,Low Wellness,0,0.07692307692307693,Traditional User,2019-10-30 20:14:00,1,Active,33,Female,37384.0,49182.0,713,3
106,3737.82,17.38520930232558,215,44.64003166376529,135.95408372093024,Moderate Spender,Stable,82.28755645794462,Moderate Wellness,0,0.046511627906976744,Traditional User,2019-10-12 08:16:00,19,Active,52,Male,29957.0,60321.0,624,5
107,3549.29,50.704142857142855,70,84.68915011001177,62.28165714285714,Moderate Spender,Moderate,26.2734128351405,Low Wellness,0,0.07142857142857142,Traditional User,2019-10-25 21:36:00,5,Active,50,Male,26758.0,41064.0,734,5
110,6032.79,67.78415730337079,89,99.00539237849836,80.51366292134831,Moderate Spender,Moderate,36.134168715311574,Low Wellness,0,0.11235955056179775,Traditional User,2019-10-02 19:24:00,29,Active,52,Female,52186.0,42852.0,737,4
112,16735.25,33.877024291497975,494,37.86764544372599,309.95080971659917,Premium Spender,Stable,200.18957819870423,Excellent,1,0.2611336032388664,Traditional User,2019-10-27 10:43:00,4,Active,54,Female,35114.0,24637.0,686,5
113,8319.64,95.62804597701148,87,129.82111786536046,90.4512183908046,High Spender,Moderate,37.52419022003136,Low Wellness,0,0.11494252873563218,Traditional User,2019-09-22 18:18:00,39,High Risk,74,Female,39003.0,10793.0,788,5
114,16021.76,25.151899529042385,637,61.93445086360298,392.26075981161694,Premium Spender,Moderate,249.95867968599214,Excellent,1,0.09419152276295134,Traditional User,2019-10-31 12:46:00,0,Active,47,Female,34441.0,907.0,725,4
115,11386.6,88.26821705426357,129,154.33487200347017,112.70728682170542,High Spender,Moderate,47.21349071558504,Low Wellness,0,0.05426356589147287,Traditional User,2019-10-15 08:31:00,16,Active,61,Male,101018.0,78115.0,748,6
116,4876.55,37.511923076923075,130,67.94931461566205,93.00476923076923,Moderate Spender,Moderate,49.66371399994451,Low Wellness,0,0.3230769230769231,Traditional User,2019-10-30 09:56:00,1,Active,31,Male,67230.0,45269.0,685,2
118,4536.68,44.045436893203885,103,57.91689866129356,79.41817475728155,Moderate Spender,Moderate,42.83025133570246,Low Wellness,0,0.05825242718446602,Traditional User,2019-08-08 09:21:00,84,High Risk,56,Female,31533.0,42315.0,753,3
119,4475.47,36.0925,124,94.64170318366035,88.83699999999999,Moderate Spender,Moderate,41.49940936326793,Low Wellness,0,0.0967741935483871,Traditional User,2019-10-25 06:44:00,6,Active,44,Female,56605.0,87970.0,624,3
120,5510.57,69.75405063291139,79,116.3114299619443,75.30162025316456,Moderate Spender,Moderate,29.26392919748455,Low Wellness,0,0.0759493670886076,Traditional User,2019-10-07 09:56:00,24,Active,50,Female,61008.0,0.0,781,4
121,7898.53,47.86987878787879,165,44.67125639095227,118.14795151515152,High Spender,Stable,71.42671235817318,Moderate Wellness,0,0.10909090909090909,Traditional User,2019-09-07 00:42:00,54,High Risk,34,Female,45419.0,124370.0,721,3
122,5466.55,36.2023178807947,151,58.43324740184259,105.08092715231788,Moderate Spender,Moderate,59.5740458838699,Moderate Wellness,0,0.039735099337748346,Traditional User,2019-10-12 15:02:00,19,Active,65,Female,39221.0,45409.0,786,4
123,6738.4,36.42378378378378,185,117.77771108780911,125.56951351351351,Moderate Spender,Moderate,61.37159291757331,Moderate Wellness,0,0.05405405405405406,Traditional User,2019-10-06 10:31:00,25,Active,43,Female,36315.0,0.0,824,3
124,3363.04,25.67206106870229,131,56.34604804540158,88.86882442748092,Moderate Spender,Moderate,48.83240871153038,Low Wellness,0,0.05343511450381679,Traditional User,2019-09-03 09:34:00,58,High Risk,31,Female,34311.0,6971.0,680,4
125,2071.92,20.312941176470588,102,41.87234964187177,69.32517647058823,Low Spender,Stable,38.51941242456683,Low Wellness,0,0.0392156862745098,Traditional User,2019-10-26 01:40:00,5,Active,64,Female,26535.0,93592.0,724,5
126,3195.7200000000003,18.157500000000002,176,40.84813546365541,112.863,Moderate Spender,Stable,67.67762290726893,Moderate Wellness,0,0.056818181818181816,Traditional User,2019-10-31 10:45:00,0,Active,63,Male,26600.0,0.0,799,4
127,8333.99,57.08212328767123,146,67.11928053546528,110.4328493150685,High Spender,Moderate,62.100780879208315,Moderate Wellness,0,0.08904109589041095,Traditional User,2019-10-20 12:00:00,11,Active,48,Male,31553.0,63938.0,729,3
128,3756.88,34.46678899082569,109,67.24574136152131,79.18671559633027,Moderate Spender,Moderate,40.49088842494344,Low Wellness,0,0.08256880733944955,Traditional User,2019-09-14 11:05:00,47,High Risk,40,Female,31377.0,59615.0,722,2
132,1689.46,25.991692307692308,65,81.86390036535546,49.396676923076924,Low Spender,Moderate,17.424727619236595,Low Wellness,0,0.06153846153846154,Traditional User,2019-10-14 16:23:00,17,Active,77,Female,31555.0,12777.0,696,4
133,6356.17,48.89361538461539,130,65.04195081558852,97.55744615384616,Moderate Spender,Moderate,53.65969445226691,Moderate Wellness,0,0.43846153846153846,Traditional User,2019-10-24 22:26:00,6,Active,31,Female,62692.0,50290.0,698,2
134,5713.66,56.01627450980392,102,107.38386198906367,83.60650980392157,Moderate Spender,Moderate,36.12810995512844,Low Wellness,0,0.06862745098039216,Traditional User,2019-10-04 14:02:00,27,Active,43,Male,50174.0,145300.0,643,4
135,12087.37,47.40145098039216,255,89.65300005878171,171.96058039215686,High Spender,Moderate,98.28983528236131,Moderate Wellness,0,0.6745098039215687,Digital First,2019-10-27 18:56:00,4,Active,64,Female,38088.0,51679.0,691,2
137,13570.99,49.529160583941604,274,46.54194836812117,184.21166423357664,High Spender,Stable,115.15035850155826,Healthy,0,0.043795620437956206,Traditional User,2019-10-18 06:35:00,13,Active,33,Female,41069.0,64073.0,644,3
138,3162.4,25.503225806451614,124,112.75819527873662,84.60129032258064,Moderate Spender,Moderate,34.69932868618815,Low Wellness,0,0.06451612903225806,Traditional User,2019-10-31 15:34:00,0,Active,43,Female,32770.0,103262.0,641,4
140,3020.1,17.76529411764706,170,49.97570221660883,109.10611764705882,Moderate Spender,Stable,63.33444779197236,Moderate Wellness,0,0.2235294117647059,Traditional User,2019-10-16 11:13:00,15,Active,37,Female,42120.0,72801.0,739,4
141,3120.94,21.978450704225352,142,72.02917575041927,93.99138028169014,Moderate Spender,Moderate,48.98770006118376,Low Wellness,0,0.06338028169014084,Traditional User,2019-10-04 14:49:00,27,Active,70,Male,23082.0,23406.0,638,5
142,12285.119999999999,58.22331753554502,211,84.37905098501656,149.889327014218,High Spender,Moderate,84.9911850636602,Moderate Wellness,0,0.08056872037914692,Traditional User,2019-10-20 09:55:00,11,Active,59,Female,51788.0,77642.0,675,2
144,8705.66,37.68683982683983,231,42.84167696516182,153.67473593073592,High Spender,Stable,95.13771655501958,Moderate Wellness,0,0.047619047619047616,Traditional User,2019-10-18 16:02:00,13,Active,44,Female,32330.0,97190.0,835,4
145,1420.84,13.794563106796115,103,59.268121705876155,67.31782524271844,Low Spender,Moderate,33.484744590863606,Low Wellness,0,0.04854368932038835,Traditional User,2019-09-15 19:23:00,46,High Risk,58,Female,25334.0,182.0,696,3
146,7693.03,70.57825688073395,109,143.16670140242775,93.63130275229358,High Spender,Moderate,36.14013678373463,Low Wellness,0,0.05504587155963303,Traditional User,2019-10-19 11:10:00,12,Active,47,Female,68710.0,201796.0,717,3
147,6463.61,53.418264462809915,121,109.58944114799323,93.96730578512395,Moderate Spender,Moderate,42.50759110924433,Low Wellness,0,0.11570247933884298,Traditional User,2019-10-28 01:08:00,3,Active,30,Male,56383.0,130152.0,800,4
148,4370.5,26.17065868263473,167,56.94548547364032,110.6682634730539,Moderate Spender,Moderate,63.262100510062346,Moderate Wellness,0,0.059880239520958084,Traditional User,2019-10-29 11:45:00,2,Active,62,Male,38681.0,113190.0,663,5
149,6707.92,87.11584415584416,77,137.1546698684089,81.04633766233766,Moderate Spender,Moderate,29.503819273071468,Low Wellness,0,0.16883116883116883,Traditional User,2019-10-31 16:31:00,0,Active,24,Female,91237.0,231619.0,594,1
150,14115.02,78.41677777777778,180,134.76317108609234,139.3667111111111,High Spender,Moderate,68.57239911611487,Moderate Wellness,0,0.06666666666666667,Traditional User,2019-10-24 16:33:00,7,Active,51,Female,71490.0,0.0,782,3
152,12618.03,84.68476510067114,149,91.41248269618836,123.27390604026846,High Spender,Moderate,66.72293299096367,Moderate Wellness,0,0.053691275167785234,Traditional User,2019-10-26 04:40:00,5,Active,37,Female,49335.0,51520.0,773,3
153,2224.52,31.3312676056338,71,76.26356587387448,55.13250704225352,Low Spender,Moderate,22.546667106915244,Low Wellness,0,0.09859154929577464,Traditional User,2019-06-18 09:28:00,135,High Risk,76,Female,27484.0,16803.0,660,4
154,10427.73,35.834123711340204,291,71.22550101859697,188.9336494845361,High Spender,Moderate,112.90513690968268,Healthy,0,0.01718213058419244,Traditional User,2019-10-27 17:43:00,4,Active,48,Male,37468.0,73448.0,666,3
155,3559.73,27.173511450381678,131,56.362948698913954,89.46940458015267,Moderate Spender,Moderate,49.279463695331714,Low Wellness,0,0.030534351145038167,Traditional User,2019-09-21 14:26:00,40,High Risk,86,Female,9678.0,812.0,688,6
156,3730.28,17.350139534883724,215,29.622268405617714,135.94005581395348,Moderate Spender,Stable,85.28058817934158,Moderate Wellness,0,0.027906976744186046,Traditional User,2019-10-30 19:24:00,1,Active,36,Female,28007.0,0.0,691,4
157,5977.4,33.20777777777778,180,81.75117683915757,121.28311111111111,Moderate Spender,Moderate,65.61209796550182,Moderate Wellness,0,0.044444444444444446,Traditional User,2019-10-13 14:49:00,18,Active,47,Male,32847.0,3230.0,785,3
160,2901.27,39.74342465753425,73,53.03923506390702,59.6973698630137,Low Spender,Moderate,30.515180384478867,Low Wellness,0,0.0136986301369863,Traditional User,2019-10-14 12:12:00,17,Active,44,Male,37965.0,69614.0,796,3
161,5105.46,25.150049261083744,203,52.4714848208481,131.86001970443348,Moderate Spender,Moderate,78.25071781415551,Moderate Wellness,0,0.059113300492610835,Traditional User,2019-10-20 23:39:00,10,Active,31,Male,23469.0,22976.0,731,3
162,5685.2,55.196116504854366,103,75.1401612182717,83.87844660194175,Moderate Spender,Moderate,42.73080270780197,Low Wellness,0,0.10679611650485436,Traditional User,2019-10-02 09:01:00,29,Active,37,Male,66111.0,98102.0,771,5
164,5923.5199999999995,49.77747899159664,119,137.93826731621945,91.31099159663864,Moderate Spender,Moderate,34.9455902342351,Low Wellness,0,0.04201680672268908,Traditional User,2019-10-30 12:22:00,1,Active,76,Male,37829.0,20185.0,658,4
165,18112.81,91.01914572864322,199,61.6925987798863,155.80765829145727,Premium Spender,Moderate,94.56722396261571,Moderate Wellness,1,0.03015075376884422,Traditional User,2019-10-28 18:23:00,3,Active,34,Male,107683.0,225017.0,694,3
169,1705.65,15.229017857142859,112,18.399350358675704,73.29160714285715,Low Spender,Stable,45.68883528540772,Low Wellness,0,0.008928571428571428,Traditional User,2019-09-22 14:09:00,39,High Risk,85,Male,30451.0,93.0,686,4
170,5315.38,49.21648148148148,108,39.20607632943121,84.48659259259259,Moderate Spender,Stable,50.12372917855821,Moderate Wellness,0,0.037037037037037035,Traditional User,2019-10-21 17:10:00,10,Active,34,Male,36983.0,58895.0,768,4
171,14994.34,59.73840637450199,251,136.32702681365203,174.4953625498008,High Spender,Moderate,91.0561165496202,Moderate Wellness,0,0.043824701195219126,Traditional User,2019-10-13 17:24:00,18,Active,43,Female,49577.0,142314.0,694,3
172,4021.3399999999997,52.912368421052626,76,75.0121066294132,66.76494736842105,Moderate Spender,Moderate,31.27128920043315,Low Wellness,0,0.10526315789473684,Traditional User,2019-07-02 14:23:00,121,High Risk,47,Female,45164.0,0.0,730,3
173,8437.45,51.44786585365854,164,61.019124928778844,118.9791463414634,High Spender,Moderate,68.8305347703418,Moderate Wellness,0,0.07926829268292683,Traditional User,2019-09-26 09:27:00,35,High Risk,63,Female,30399.0,19404.0,668,4
176,10018.74,47.708285714285715,210,88.16947757040184,145.0833142857143,High Spender,Moderate,80.67859020020535,Moderate Wellness,0,0.09047619047619047,Traditional User,2019-10-29 15:49:00,2,Active,45,Female,52172.0,66085.0,667,4
177,10530.26,86.31360655737706,122,138.55942043702376,107.72544262295082,High Spender,Moderate,46.98219787980837,Low Wellness,0,0.08196721311475409,Traditional User,2019-10-12 07:36:00,19,Active,54,Female,58248.0,107130.0,728,4
